interview_id,candidate_id,req_id,interview_date,interview_type,interviewer_role,skill_focus,interview_score,recommendation
I3981,C3331,R1032,2024-02-25,in-person,Reecruiter,Technical Skills ,4.9,Neutral
I3982,C3427,R1026,2024-01-04,IN-PERSON,hr director,Adaptability,3.0,Neutral
I3983,C4105,R1128,2024-12-17, Phone,Markeeting Manager,teamwork,2.8,Hire
I3984,C4030,R1096,2024-08-26,Videeo Call,recruiter,Teamwork,4.3,NEUTRAL
I3985,C2430,R1121,2024-03-15,In-Person ,Marketing Manager,Adaptability,3.0,Neutral 
I3986,C4102,R1133,2024-12-22,Videeo Call,ops director, Problem Solving,4.4,Neeutral
I3987,C2994,R1083,2024-06-09,Phone,Recruiter,Communicaation,4.0, No Hire
I3988,C3894,R1024,2024-03-10, In-Person, Engineering Lead,Technical Skills,3.6,Hiree
I3989,C3579,R1046,2024-01-16,In-Person ,Engineering lead,Personaality,4.6,Strong Hiree
I3990,C3061,R1079,2024-11-06,Phone ,Ops director,Problem Solving ,4.9,Strong Hire
I3991,C4883,R1069,2024-08-01,In-Peerson,Engineering Lead ,Leadership,4.8,Neutral 
I3992,C4727,R1103,2024-12-12,in-person,Maarketing Manager, Problem Solving,5.0, Hire
I3993,C2159,R1142,2024-07-17,Video call,Recruiter,teamwork,4.5,Neutraal
I3994,C2384,R1101,2024-10-25,In-person,Engineering Lead,Teamwork,3.7,Hiree
I3995,C2641,R1143,2024-10-24,Phone,HR Director ,Personality,3.1,Hiree
I3996,C4407,R1132,2024-03-11,In-Person ,HR Director ,Teamwork,4.3,hire
I3997,C4799,R1128,2024-05-25,Video Call ,HR DIRECTOR,Leadership,3.3,no hire
I3998,C4552,R1036,2024-09-03,VIDEO CALL,Engineering Lead,COMMUNICATION,4.9, Hire
I3999,C3995,R1146,2024-06-25, Phone,Marketing Manager ,Technical skills,4.3,No Hire 
I4000,C4846,R1107,2024-04-09,Video Call,HR Director,Teechnical Skills,2.8,no hire
I4001,C3712,R1045,2024-02-25, Video Call, Engineering Lead,Adaaptability,4.5,STRONG HIRE
I4002,C4256,R1105,2024-06-15,In-person,ops director,TEAMWORK,3.7,Strong Hiree
I4003,C2121,R1086,2024-07-05,Videeo Call,RECRUITER,COMMUNICATION,4.8,Hire
I4004,C3581,R1001,2024-06-14, Video Call,Marketing Manager ,Communication,4.8,No Hire 
I4005,C3393,R1099,2024-09-12,In-Person ,RECRUITER,Leadership,4.3,Neutral
I4006,C4041,R1021,2024-05-14, Video Call,Hr director,TEAMWORK,3.7,Hire
I4007,C4778,R1118,2024-08-05,Video Call,RECRUITER,Teamwork,3.5,NEUTRAL
I4008,C4305,R1065,2024-07-24,PHONE,HR DIRECTOR,Technicaal Skills,3.4,No Hire
I4009,C2426,R1132,2024-01-20,Video Call,Maarketing Manager,technical skills,4.9,STRONG HIRE
I4010,C2228,R1021,2024-02-28,Phone, Engineering Lead,Problem Solving,3.6,NEUTRAL
I4011,C3566,R1134,2024-11-01,phone,Ops director,Teamwork,4.4,hire
I4012,C2645,R1031,2024-09-02,In-Peerson,OPS DIRECTOR,Technical Skills,4.6,Hire
I4013,C2348,R1006,2024-09-18,PHONE,Marketing Manager,Adaptability,4.7,HIRE
I4014,C2955,R1113,2024-11-13,In-Person, Marketing Manager,Communicaation,4.4, No Hire
I4015,C4292,R1063,2024-07-23,Video Caall,Ops Director,ADAPTABILITY,4.7,Hire
I4016,C2792,R1013,2024-05-12,PHONE,Ops Director,TECHNICAL SKILLS,3.6, Strong Hire
I4017,C3703,R1118,2024-12-20,In-Peerson,Engineering Lead , Communication,3.7,Strong Hiree
I4018,C2079,R1127,2024-07-04,In-Peerson,Engineering Leaad, Communication,4.8,NO HIRE
I4019,C3888,R1107,2024-08-14,Phone,Ops Director, Teamwork,3.7,No Hire
I4020,C2014,R1023,2024-02-14, In-Person,Marketing Manager ,Leaadership,3.6,Strong Hiree
I4021,C2582,R1087,2024-07-24,In-Person, HR Director,Communication,3.8,HIRE
I4022,C4814,R1066,2024-09-09,in-person, Marketing Manager,Technicaal Skills,2.6,No hire
I4023,C2305,R1092,2024-02-08,In-Peerson,Recruiter ,Leeadership,3.9,Strong hire
I4024,C4826,R1123,2024-10-25,In-Peerson, Marketing Manager,Leadership ,4.1,Hire
I4025,C4145,R1094,2024-02-12,phone, HR Director,Communication ,3.1, No Hire
I4026,C3633,R1109,2024-12-25,phone,ops director, Problem Solving,3.9,Neutral
I4027,C2485,R1127,2024-08-27,Video Call,Ops Direector,leadership,3.4,Strong Hire
I4028,C4657,R1018,2024-08-14,Phone, Marketing Manager, Technical Skills,3.1,Neutral 
I4029,C4445,R1129,2024-02-16,Video Caall, HR Director,leadership,4.2,no hire
I4030,C2143,R1138,2024-03-31,In-Person,Recruiter,technical skills,3.7,No Hire
I4031,C2048,R1095,2024-12-26,Video Call,HR Director , Teamwork,3.9,Hire
I4032,C4796,R1126,2024-11-15,IN-PERSON,recruiter,TECHNICAL SKILLS,4.1,Neutral 
I4033,C4470,R1144,2024-10-31, Video Call,Marketing Manager ,Teamwork,4.7,Neutral 
I4034,C3848,R1090,2024-01-29, In-Person,ENGINEERING LEAD,PERSONALITY,3.5,NO HIRE
I4035,C3152,R1098,2024-02-17,Phonee,engineering lead,Personality,3.6,Strong Hire 
I4036,C2768,R1037,2024-07-13,Phone,Ops director,Adaaptability,4.5,Neutraal
I4037,C4185,R1005,2024-11-02,Phonee,Recruiter ,Personaality,4.4, Neutral
I4038,C4692,R1069,2024-05-19,Phone , Ops Director,Probleem Solving,3.8, Strong Hire
I4039,C4409,R1140,2024-01-24,In-Person,Ops Director,Communication ,3.8, Hire
I4040,C4760,R1076,2024-04-03,Video Caall, Engineering Lead,Personality,3.9,Neutral
I4041,C3058,R1080,2024-12-20,Video call,ENGINEERING LEAD,leadership,2.7,strong hire
I4042,C2232,R1027,2024-03-25,In-Person , Recruiter,Leeadership,4.7,No hire
I4043,C2312,R1132,2024-11-29,Phone ,Ops Direector,Technical skills,2.6,Neutral
I4044,C3126,R1092,2024-12-05,In-Person,RECRUITER,Communication,3.2,No Hire
I4045,C2549,R1078,2024-11-08,Phone , Engineering Lead,PROBLEM SOLVING,4.6,neutral
I4046,C2577,R1010,2024-05-30, Phone, Marketing Manager, Problem Solving,3.6,Neutral
I4047,C2714,R1142,2024-05-14,In-person,marketing manager, Leadership,4.2,hire
I4048,C3760,R1039,2024-11-14,Phone,HR Director,Personality,4.5,NO HIRE
I4049,C2741,R1108,2024-05-22,Video Caall,Maarketing Manager,Problem Solving,4.9, No Hire
I4050,C3349,R1045,2024-10-24, In-Person, Marketing Manager,Technical skills,3.2,STRONG HIRE
I4051,C4834,R1008,2024-12-05,Phonee,Recruiter ,Probleem Solving,3.0,Neutral 
I4052,C2262,R1033,2024-05-30,In-person,Engineeering Lead,Communication,2.8, No Hire
I4053,C3960,R1011,2024-07-28,In-person,Marketing Manager ,leadership,4.8,Strong Hire 
I4054,C4270,R1038,2024-12-02,VIDEO CALL,Hr director,Adaptability,4.9,Neutral
I4055,C3715,R1109,2024-01-18, Video Call,Ops Director,Adaptability ,4.9,Strong Hiree
I4056,C2537,R1072,2024-11-29,IN-PERSON, Marketing Manager,Communication,2.6,NEUTRAL
I4057,C4930,R1073,2024-08-02,video call,Ops Direector,TEAMWORK,3.2,Neutral 
I4058,C2770,R1027,2024-10-03,phone,hr director,Communication,3.7,Hire
I4059,C2194,R1111,2024-07-11,Videeo Call,Recruiter , Teamwork,3.4,No Hiree
I4060,C2948,R1024,2024-03-12,Videeo Call, Engineering Lead,Technical Skills,2.9,Hire 
I4061,C2311,R1030,2024-10-01,Phonee,Marketing Manager, Personality,3.5,NO HIRE
I4062,C4054,R1042,2024-12-11, Phone,Marketing Manager,PERSONALITY,2.6,Strong hire
I4063,C2686,R1076,2024-07-14,In-Person,RECRUITER,COMMUNICATION,4.8,Hiree
I4064,C4142,R1086,2024-10-04, Video Call,HR Director,Adaaptability,3.9,Hiree
I4065,C4877,R1132,2024-03-17,In-Person ,HR Director,Communicaation,4.3,Strong hire
I4066,C2025,R1047,2024-07-27,In-Person,Marketing manager, Adaptability,3.6,Strong Hire
I4067,C2745,R1021,2024-05-04,In-person, HR Director,Teamwork ,4.5,No Hire
I4068,C3401,R1024,2024-05-10,VIDEO CALL,HR DIRECTOR,Adaaptability,3.7,Strong Hire
I4069,C3354,R1081,2024-04-22,Phone ,Ops Director ,Teaamwork,3.0,Hire
I4070,C4605,R1088,2024-12-29,IN-PERSON,HR Director ,Adaaptability,4.8, Strong Hire
I4071,C2668,R1048,2024-10-23,Video Call,HR Director ,Personality ,3.2,Neutral
I4072,C3842,R1016,2024-10-25,Video Call,engineering lead,Teechnical Skills,3.7,Strong Hire 
I4073,C3725,R1004,2024-11-07, In-Person,Maarketing Manager,Communication,4.6,No Hiree
I4074,C2041,R1083,2024-04-05, Video Call, Ops Director,Teeamwork,3.7,Hire
I4075,C4915,R1137,2024-01-15,phone, HR Director,Problem Solving ,3.4,Neutraal
I4076,C2043,R1090,2024-08-03,In-Peerson,Hr director, Teamwork,4.9,NO HIRE
I4077,C3124,R1078,2024-01-25,Phone,Marketing Manager,Teamwork ,3.0,STRONG HIRE
I4078,C2923,R1045,2024-10-05,Phone,Recruiter,Teaamwork,2.7,NEUTRAL
I4079,C2916,R1127,2024-07-06,Phone ,Marketing Manager,personality,2.6,strong hire
I4080,C2894,R1118,2024-09-08,Phone,Engineering lead,Peersonality,3.6,Hire
I4081,C2678,R1118,2024-12-22,In-Person,Recruiter ,Leadership ,4.0,No Hire
I4082,C4381,R1058,2024-01-14, In-Person,Engineering Leaad,Personality ,4.0,No Hire 
I4083,C3403,R1055,2024-05-26,Video call,MARKETING MANAGER,problem solving,3.6,No Hire 
I4084,C2304,R1147,2024-02-01,In-person,Ops Director ,Communication ,2.8,NO HIRE
I4085,C3856,R1119,2024-02-17,IN-PERSON,Reecruiter,Teamwork ,2.7,STRONG HIRE
I4086,C3226,R1113,2024-12-06,Video Caall, Engineering Lead,PERSONALITY,2.7,Hire
I4087,C2555,R1019,2024-01-30,Videeo Call, Ops Director,Leadership,2.6, Hire
I4088,C2772,R1006,2024-01-05,In-Person ,HR DIRECTOR,teamwork,4.5, No Hire
I4089,C4876,R1094,2024-02-15,Phone,Marketing manager,Personality,3.9,STRONG HIRE
I4090,C4259,R1035,2024-05-24,Phone ,HR Director ,Leadership ,4.0,Strong Hire
I4091,C3959,R1095,2024-07-27, In-Person,RECRUITER,Adaptability,4.8, No Hire
I4092,C2033,R1051,2024-09-14,phone,Recruiter, Adaptability,4.4, Hire
I4093,C4908,R1142,2024-10-06,Video Caall,Recruiter,Communication,4.2,Neeutral
I4094,C3703,R1118,2024-01-14,PHONE,Marketing manager,PERSONALITY,2.8,STRONG HIRE
I4095,C2677,R1087,2024-03-24,in-person,hr director,Communication,2.7,No Hire
I4096,C4531,R1040,2024-03-21,In-Person,ops director,Probleem Solving,4.2,No Hire 
I4097,C2771,R1068,2024-06-13,phone,Ops Director,PROBLEM SOLVING,2.7,Hire
I4098,C3607,R1048,2024-01-28,In-person,Recruiter,Communication,4.4,Neutraal
I4099,C3230,R1095,2024-09-16,in-person,marketing manager,Technical skills,4.2,strong hire
I4100,C3962,R1149,2024-05-07,Video Call,Engineering Lead,Technical skills,4.3,Hire
I4101,C3115,R1104,2024-06-25,Video Call ,Marketing Manager,leadership,3.1,Neeutral
I4102,C2237,R1016,2024-04-25,In-Person,Marketing Manager ,ADAPTABILITY,3.4,NEUTRAL
I4103,C2308,R1093,2024-11-29,Video call,Reecruiter,Technical skills,4.2,strong hire
I4104,C4751,R1049,2024-01-31,In-Person,Engineering Leaad,Adaptability,4.9,Neutral
I4105,C3738,R1106,2024-12-17,Video Caall,Recruiter, Personality,3.5,Neeutral
I4106,C4476,R1080,2024-12-14,PHONE,Hr director,Teaamwork,2.6,neutral
I4107,C3303,R1113,2024-04-11,In-Person,Recruiter,adaptability,3.2,Strong Hiree
I4108,C3022,R1077,2024-09-30,Phone,Engineering lead,Adaptability,4.5,Neutral 
I4109,C4010,R1100,2024-10-22, Video Call,Ops director,PROBLEM SOLVING,3.1,No Hire
I4110,C4018,R1013,2024-07-01,PHONE,Ops Director ,PROBLEM SOLVING,4.2, No Hire
I4111,C3295,R1115,2024-09-22,Phone,ops director,Probleem Solving,4.5, Hire
I4112,C2676,R1059,2024-05-03,Phonee,Marketing manager,Problem Solving,3.0,HIRE
I4113,C4178,R1103,2024-08-03,Phone,Engineering lead, Leadership,3.6,No Hiree
I4114,C3120,R1027,2024-01-20,In-Peerson, Marketing Manager,Teechnical Skills,3.1,STRONG HIRE
I4115,C3639,R1122,2024-01-20,phone,Marketing Manager ,PERSONALITY,3.9,Neeutral
I4116,C2499,R1098,2024-02-10,Video Call , Ops Director,technical skills,2.8, No Hire
I4117,C3514,R1037,2024-02-07,VIDEO CALL,ops director, Teamwork,4.3,neutral
I4118,C3696,R1113,2024-02-08,In-Peerson,recruiter,Peersonality,4.8,Hiree
I4119,C2365,R1081,2024-06-28,IN-PERSON,Marketing Manager,Adaptability ,3.4,No Hiree
I4120,C3057,R1097,2024-08-19,Phonee,Ops director, Leadership,4.8,Hire
I4121,C2366,R1036,2024-06-22,Video Call, HR Director, Adaptability,4.1, No Hire
I4122,C4320,R1067,2024-11-03,Videeo Call,Marketing Manager,Technical skills,5.0,strong hire
I4123,C3694,R1147,2024-05-16,IN-PERSON,HR Director,ADAPTABILITY,4.9,Neutraal
I4124,C4813,R1062,2024-12-13,phone,Marketing manager,Leadership,3.8,Strong Hire 
I4125,C4584,R1085,2024-12-15,Video Call,Ops director,Personality,4.5,Strong Hiree
I4126,C3477,R1001,2024-05-20,phone,Recruiter, Leadership,4.6,Strong hire
I4127,C4161,R1106,2024-12-19, In-Person, Ops Director,Communicaation,4.5,Strong Hire
I4128,C3720,R1127,2024-04-02,Phone,Ops Director ,Teamwork ,4.7, Strong Hire
I4129,C4432,R1002,2024-12-22, Video Call,Engineeering Lead,Leadership ,3.2,Strong Hire
I4130,C4859,R1148,2024-07-31,Videeo Call,HR Director,PERSONALITY,3.8,strong hire
I4131,C4942,R1066,2024-10-26,Phone, HR Director,Personaality,3.9,No Hire 
I4132,C2754,R1098,2024-05-22,Phone ,Reecruiter,Teamwork,3.9,Hiree
I4133,C4999,R1075,2024-03-05,In-Person,Recruiter,technical skills,3.6,neutral
I4134,C4797,R1002,2024-05-18, In-Person,Engineering Leaad,leadership,4.3,Hire
I4135,C4319,R1116,2024-10-04, Video Call, Recruiter,Communication,3.3,NO HIRE
I4136,C2827,R1123,2024-10-20,In-person,MARKETING MANAGER,Teaamwork,4.3,Neutraal
I4137,C4272,R1102,2024-02-19,Phone,RECRUITER,Leadership ,3.4,Neutraal
I4138,C2339,R1084,2024-10-22,VIDEO CALL,Recruiter, Technical Skills,2.7,Strong Hire
I4139,C2494,R1048,2024-02-22,Phonee,recruiter,Peersonality,3.1,neutral
I4140,C4386,R1007,2024-04-18,In-person,Recruiter, Personality,2.9,No Hire
I4141,C4996,R1144,2024-01-03,In-Person ,Hr director,Leaadership,4.9,Neutraal
I4142,C2231,R1011,2024-02-14,video call,HR Director ,COMMUNICATION,3.3,STRONG HIRE
I4143,C4661,R1057,2024-12-06,In-Person,OPS DIRECTOR,ADAPTABILITY,3.5,Strong Hiree
I4144,C3662,R1014,2024-08-23,Video Call,HR Direector,Personality,3.9,Hire 
I4145,C2258,R1052,2024-01-05, Video Call,MARKETING MANAGER,Technical Skills,4.6,Hire
I4146,C4431,R1096,2024-10-23,Phone,Recruiter,Leadership,3.8,Neeutral
I4147,C2920,R1123,2024-12-10,Phone,Marketing Manager,Problem solving,3.2,NO HIRE
I4148,C4847,R1035,2024-06-26,In-Peerson, Marketing Manager,Problem Solving,4.7,Hiree
I4149,C2242,R1061,2024-07-21, Video Call,Engineering Lead ,Leadership ,3.6,Neutraal
I4150,C3476,R1001,2024-09-01, In-Person,RECRUITER,problem solving,3.6,No Hire
I4151,C4365,R1148,2024-04-05,Video Call,Recruiter,Personality ,4.4,Hire
I4152,C3791,R1094,2024-06-25,Phonee,Ops director,Technical skills,2.8, Neutral
I4153,C2703,R1039,2024-01-21,Video Caall,Hr director,Technical Skills,5.0, Neutral
I4154,C3560,R1061,2024-08-26,Phone ,Reecruiter,Problem Solving ,2.9, Hire
I4155,C3637,R1002,2024-11-20,In-Person,engineering lead,Communication ,4.3,Hire
I4156,C4354,R1006,2024-04-09,In-Person,Recruiter ,Adaptability,3.5,Neutral
I4157,C2557,R1139,2024-03-22,Videeo Call,Hr director,PERSONALITY,2.9,No Hiree
I4158,C4128,R1006,2024-01-19,Phone,Hr director,LEADERSHIP,3.0,hire
I4159,C2954,R1124,2024-01-18,Phone,Recruiter, Problem Solving,2.9, Hire
I4160,C2837,R1140,2024-11-19,In-Person, Recruiter,Communication,3.1,hire
I4161,C4567,R1066,2024-07-03,In-person, Ops Director,Peersonality,4.1,STRONG HIRE
I4162,C4644,R1008,2024-09-01,Video Call,Engineering Leaad,Communicaation,2.8,no hire
I4163,C3724,R1053,2024-06-03,In-Peerson,Ops Director,Teeamwork,3.2, No Hire
I4164,C4981,R1086,2024-05-28,IN-PERSON,Recruiter ,Leadership,3.7,Hiree
I4165,C2123,R1024,2024-05-14,Video call,HR Director,Communication,3.8,No hire
I4166,C4972,R1054,2024-12-12,Phone,Ops Director,Communicaation,4.0,Neutral
I4167,C2865,R1060,2024-06-25,Phone ,Recruiter,communication,4.0,No Hiree
I4168,C3486,R1102,2024-07-25,Phone,HR Director ,Teechnical Skills,3.6,Neutral
I4169,C4646,R1062,2024-05-06,Video call,Engineering Leaad,Leaadership,2.7,No Hiree
I4170,C2582,R1087,2024-06-07,In-Person ,ops director,Teamwork,3.1,NO HIRE
I4171,C2600,R1001,2024-12-12,Videeo Call,HR DIRECTOR,Technical Skills ,3.4,Neutral
I4172,C3809,R1115,2024-04-12,Video call,Ops Direector, Communication,4.0,No Hire
I4173,C4278,R1017,2024-02-08,In-Person , Engineering Lead,Leadership ,3.6,No hire
I4174,C3924,R1139,2024-12-05,Phone,HR Director,TECHNICAL SKILLS,4.3,Strong Hire
I4175,C2599,R1130,2024-07-18,In-Person,HR Direector,Teeamwork,3.1,Hire 
I4176,C4690,R1038,2024-10-15,Video call,HR DIRECTOR,Teamwork,3.2, Neutral
I4177,C2875,R1147,2024-06-03,in-person,Markeeting Manager,technical skills,4.0,Strong Hire
I4178,C4247,R1051,2024-06-07,In-Peerson,Marketing Manager,Teaamwork,3.0,Hiree
I4179,C3246,R1031,2024-09-04,Video call,Marketing Manager ,Problem Solving ,4.1,no hire
I4180,C3764,R1126,2024-11-22,Phone,Ops director,leadership,4.8,No Hire 
I4181,C4290,R1021,2024-08-10,Phone,Engineering Lead ,Adaaptability,4.5,No Hiree
I4182,C4353,R1133,2024-03-07, Video Call,Marketing manager,Teamwork,3.8,Strong Hire 
I4183,C4052,R1075,2024-08-14,In-Person,Engineeering Lead,Leadership ,4.8,Strong hire
I4184,C4221,R1023,2024-05-15,Video Caall,marketing manager,Problem solving,4.9,No hire
I4185,C3453,R1101,2024-06-14,Phonee,Ops Director ,Problem solving,3.8,NEUTRAL
I4186,C2236,R1109,2024-04-23,Phone,Reecruiter,Peersonality,4.5, Hire
I4187,C3221,R1124,2024-02-22,Phone ,Engineeering Lead,Problem Solving ,2.9,STRONG HIRE
I4188,C4809,R1078,2024-06-18,Videeo Call,Recruiter,Problem Solving,2.7,Strong hire
I4189,C3271,R1138,2024-09-01, Video Call,Markeeting Manager, Technical Skills,4.0,Strong hire
I4190,C3648,R1108,2024-02-11,Video Caall,Engineering Leaad,leadership,4.1,Strong Hiree
I4191,C2762,R1133,2024-06-28,phone,Engineering Lead,Adaptability,4.3,Neutral 
I4192,C4257,R1143,2024-04-20,video call,Ops Director, Technical Skills,2.8,Hire
I4193,C3527,R1137,2024-01-14,Phonee,Marketing Manager,Technical skills,3.8,No Hire
I4194,C2685,R1140,2024-04-04,In-Person ,Marketing manager,Adaptability,2.8,strong hire
I4195,C3205,R1100,2024-11-07,Video Caall,recruiter,Personality,3.5, Strong Hire
I4196,C4327,R1135,2024-03-02,in-person,HR Direector,Teamwork ,2.6,No Hire 
I4197,C4357,R1063,2024-02-09,Phone,Ops Direector,Problem Solving,2.7,Neutraal
I4198,C3978,R1033,2024-09-08,Phone,ENGINEERING LEAD,Problem solving,4.3,No Hire
I4199,C4875,R1141,2024-04-09,Phonee,RECRUITER,Problem solving,3.0,hire
I4200,C3144,R1094,2024-09-01,In-Person ,HR DIRECTOR, Technical Skills,2.6,Strong hire
I4201,C4769,R1042,2024-10-03,Phone,Marketing Manager ,Problem Solving ,3.5, Neutral
I4202,C2028,R1004,2024-11-28,Videeo Call,recruiter,TEAMWORK,4.8,Hire
I4203,C2940,R1010,2024-02-26,Phonee,Ops Director ,Teechnical Skills,3.3,STRONG HIRE
I4204,C2482,R1071,2024-12-13,In-Peerson,recruiter,problem solving,4.7,Hire
I4205,C4517,R1114,2024-01-31,In-person,HR Director,Communication ,3.4,NEUTRAL
I4206,C3757,R1008,2024-10-25,Phone, Recruiter,Adaptability ,4.0,Strong Hire
I4207,C4883,R1069,2024-06-25,video call,Ops Direector,Adaptability,4.9,No Hire
I4208,C2668,R1048,2024-07-26,phone,HR Director,Adaptability,4.5,strong hire
I4209,C3122,R1028,2024-02-22,Phone, Engineering Lead,Teeamwork,4.6,Strong Hire
I4210,C3051,R1071,2024-07-25,Phone,Engineeering Lead,Problem Solving ,3.2,No Hire
I4211,C2047,R1145,2024-06-23,In-Person ,Ops Director,LEADERSHIP,4.2, Neutral
I4212,C3631,R1125,2024-02-10,Video call,Ops Director ,Problem Solving,3.7, Hire
I4213,C3249,R1063,2024-04-07,Phone,Engineering Lead ,Leaadership,4.8,Hire 
I4214,C4762,R1138,2024-01-23, In-Person,Markeeting Manager,Adaptability,4.0,No hire
I4215,C2392,R1114,2024-09-22, Video Call,MARKETING MANAGER,Probleem Solving,2.8,No Hiree
I4216,C3311,R1116,2024-07-18,In-Person,HR Direector,Communicaation,4.9,strong hire
I4217,C3584,R1068,2024-07-23,Phonee,Marketing Manager,Adaptability,3.3, Hire
I4218,C4246,R1035,2024-09-08,In-Peerson,Marketing Manager,Teechnical Skills,3.4,Hire
I4219,C4800,R1129,2024-03-16,Video Call,hr director,Personaality,4.9,hire
I4220,C3320,R1121,2024-01-01, Phone,Hr director,PERSONALITY,3.4,Neutral
I4221,C4134,R1101,2024-06-22, Video Call,Ops Direector,Technicaal Skills,2.9,No Hire
I4222,C2615,R1096,2024-07-09,Phone ,HR Director ,communication,3.0, Strong Hire
I4223,C3694,R1147,2024-01-04,Phone ,Ops director,PERSONALITY,3.1,hire
I4224,C4476,R1080,2024-05-23,PHONE, Ops Director,Personality,4.3,no hire
I4225,C2126,R1092,2024-10-29,In-Person,Ops director,Personality,4.2,Neutraal
I4226,C4228,R1049,2024-02-17, Phone,RECRUITER,technical skills,3.6,Hire
I4227,C2888,R1038,2024-06-08,video call,ops director,Teamwork,4.9,NEUTRAL
I4228,C2666,R1125,2024-08-19,Video Call ,Markeeting Manager,Adaptability,4.2,No Hire
I4229,C3156,R1143,2024-09-09,VIDEO CALL,Marketing manager, Adaptability,3.8,Hire
I4230,C4566,R1140,2024-06-16,Phone , Engineering Lead,TEAMWORK,2.8,No hire
I4231,C2478,R1024,2024-06-21,Phone,OPS DIRECTOR,Problem Solving,3.3, Hire
I4232,C3497,R1029,2024-08-30,PHONE,Ops Director,Communication,5.0,Neeutral
I4233,C3782,R1005,2024-12-06,Videeo Call,RECRUITER,Problem Solving,3.2,neutral
I4234,C2529,R1054,2024-11-05,Phone,Engineering lead,Technical skills,4.3,Neutral 
I4235,C2776,R1056,2024-05-31,Phone ,HR Direector,communication,4.1,Strong Hire
I4236,C4915,R1137,2024-05-22, Phone,Engineering lead,technical skills,2.5,neutral
I4237,C3172,R1027,2024-04-14,VIDEO CALL,Ops Direector,Personality ,4.3, No Hire
I4238,C2874,R1060,2024-10-24,Phone,recruiter,Teamwork ,3.1, Hire
I4239,C3846,R1069,2024-11-20,Phonee,Ops Director,technical skills,2.6,Strong hire
I4240,C3239,R1052,2024-09-28, Phone,Engineering Leaad,Personality ,4.5,neutral
I4241,C4144,R1031,2024-11-06,in-person,Markeeting Manager,TECHNICAL SKILLS,2.8,Hire
I4242,C3045,R1108,2024-04-17,Phone,Marketing manager,PROBLEM SOLVING,3.7,No Hire
I4243,C2878,R1022,2024-01-08,PHONE,HR DIRECTOR,Communication ,3.2,Strong Hire
I4244,C3187,R1076,2024-08-23,Video call, Recruiter,Teamwork,4.5, Neutral
I4245,C3931,R1060,2024-06-29,In-Person,Engineering Lead,Leadership,3.1,Neeutral
I4246,C3647,R1038,2024-04-02,Phone,Markeeting Manager,TEAMWORK,2.9,hire
I4247,C4815,R1109,2024-10-11,IN-PERSON,Recruiter,Adaptability,4.7,Hire
I4248,C3071,R1064,2024-06-02,VIDEO CALL, Marketing Manager,Teamwork,4.0,Hire
I4249,C4956,R1094,2024-01-17,Videeo Call,OPS DIRECTOR,Teamwork,4.8,Neeutral
I4250,C3118,R1060,2024-06-23,In-Person ,hr director,Communication,3.1,No hire
I4251,C4134,R1101,2024-02-20, In-Person,ops director, Technical Skills,5.0,Neutral 
I4252,C2630,R1008,2024-08-30,VIDEO CALL,Recruiter,Adaptability,4.4,neutral
I4253,C4898,R1089,2024-12-18, Phone,Ops director,Adaptability,3.1,strong hire
I4254,C3682,R1023,2024-02-07,In-Person ,Ops Director ,Personality ,3.9,NO HIRE
