candidate_id,req_id,applied_at,source,final_outcome
C4752,R1065,2024-04-17,job board,Rejected
C4753,R1009,2024-05-15,agency,Rejected
C4754,R1042,2024-12-10,agency,Hired
C4755,R1117,2024-06-24,LinkedIn,Withdrawn
C4756,R1066,2024-10-22,LinkedIn ,Rejected
C4757,R1133,2024-12-15,Linkedin,Rejected
C4758,R1005,2024-08-10, Agency,Rejected
C4759,R1130,2024-06-02,Ageency,Hired
C4760,R1076,2024-05-11,JOB BOARD,Rejected
C4761,R1056,2024-05-07,AGENCY,Withdrawn
C4762,R1138,2024-09-15,LinkeedIn,Rejected
C4763,R1107,2024-10-17, LinkedIn,Hired
C4764,R1041,2024-11-15,agency,Rejected
C4765,R1014,2024-08-11,Ageency,Rejected
C4766,R1121,2024-01-16,LinkedIn ,Hired
C4767,R1060,2024-09-06,Ageency,Rejected
C4768,R1103,2024-08-08, Referral,Rejected
C4769,R1042,2024-06-21,Referral ,Rejected
C4770,R1021,2024-02-21,job board,Rejected
C4771,R1002,2024-03-17,Agency,Rejected
C4772,R1038,2024-01-27,Job Boaard,Rejected
C4773,R1034,2024-05-29,LinkedIn ,Rejected
C4774,R1022,2024-01-21, Referral,Rejected
C4775,R1009,2024-10-25,Job Board,Rejected
C4776,R1049,2024-03-28,Agency,Hired
C4777,R1074,2024-11-11, Job Board,Hired
C4778,R1118,2024-11-06,LINKEDIN,Rejected
C4779,R1131,2024-02-19,Agency,Rejected
C4780,R1008,2024-07-20,LINKEDIN,Rejected
C4781,R1115,2024-07-02, LinkedIn,Rejected
C4782,R1102,2024-08-02, Referral,Rejected
C4783,R1053,2024-05-03,AGENCY,Rejected
C4784,R1009,2024-02-10,job board,Hired
C4785,R1114,2024-03-05,referral,Rejected
C4786,R1085,2024-12-18,Linkedin,Rejected
C4787,R1111,2024-07-28, Job Board,Withdrawn
C4788,R1053,2024-08-30,Job Board ,Rejected
C4789,R1049,2024-06-25,Job Board,Hired
C4790,R1064,2024-07-18,Referraal,Rejected
C4791,R1101,2024-12-29,LinkedIn,Hired
C4792,R1083,2024-12-28,Agency ,Withdrawn
C4793,R1145,2024-12-24,Referral,Rejected
C4794,R1042,2024-05-08,agency,Rejected
C4795,R1085,2024-03-16,JOB BOARD,Rejected
C4796,R1126,2024-05-22,REFERRAL,Rejected
C4797,R1002,2024-11-19,LinkedIn ,Rejected
C4798,R1095,2024-06-21,job board,Rejected
C4799,R1128,2024-04-13,REFERRAL,Rejected
C4800,R1129,2024-05-20,Agency,Rejected
C4801,R1010,2024-08-20,LinkedIn,Hired
C4802,R1085,2024-01-10,agency,Rejected
C4803,R1106,2024-08-25,Referral ,Rejected
C4804,R1057,2024-08-18, LinkedIn,Rejected
C4805,R1009,2024-04-27,LinkeedIn,Rejected
C4806,R1135,2024-04-27,Job board,Withdrawn
C4807,R1115,2024-05-02,Agency,Rejected
C4808,R1019,2024-05-20,Agency,Rejected
C4809,R1078,2024-11-03,Job Boaard,Withdrawn
C4810,R1054,2024-09-30,linkedin,Rejected
C4811,R1099,2024-10-14,LINKEDIN,Rejected
C4812,R1051,2024-01-08,agency,Rejected
C4813,R1062,2024-09-02,job board,Hired
C4814,R1066,2024-03-27, LinkedIn,Rejected
C4815,R1109,2024-04-14,Referral ,Hired
C4816,R1073,2024-06-07,job board,Withdrawn
C4817,R1031,2024-01-02,referral,Rejected
C4818,R1069,2024-04-01,Job Boaard,Rejected
C4819,R1128,2024-09-30,agency,Rejected
C4820,R1071,2024-02-12,linkedin,Rejected
C4821,R1099,2024-04-06,LinkedIn,Withdrawn
C4822,R1022,2024-02-02,REFERRAL,Rejected
C4823,R1133,2024-12-19,Referraal,Withdrawn
C4824,R1089,2024-01-16,LinkeedIn,Rejected
C4825,R1110,2024-02-23,Agency,Rejected
C4826,R1123,2024-10-27,Job board,Rejected
C4827,R1126,2024-10-12,Ageency,Rejected
C4828,R1094,2024-04-11,Job Board,Rejected
C4829,R1000,2024-10-19,LinkedIn,Withdrawn
C4830,R1095,2024-11-28,LinkeedIn,Rejected
C4831,R1001,2024-06-10,agency,Hired
C4832,R1024,2024-10-31,JOB BOARD,Rejected
C4833,R1141,2024-10-09,linkedin,Rejected
C4834,R1008,2024-11-22,Linkedin,Rejected
C4835,R1108,2024-05-30,job board,Hired
C4836,R1076,2024-12-06, Referral,Rejected
C4837,R1039,2024-05-23,LinkeedIn,Withdrawn
C4838,R1135,2024-07-05,Job Boaard,Rejected
C4839,R1076,2024-07-27,Job Board,Withdrawn
C4840,R1083,2024-04-04,JOB BOARD,Withdrawn
C4841,R1025,2024-07-04,job board,Withdrawn
C4842,R1085,2024-06-11,JOB BOARD,Rejected
C4843,R1149,2024-02-10,Referral,Rejected
C4844,R1140,2024-10-04, Job Board,Withdrawn
C4845,R1076,2024-02-21,Agency,Rejected
C4846,R1107,2024-02-17, LinkedIn,Rejected
C4847,R1035,2024-02-05,Job Board,Hired
C4848,R1122,2024-01-22,Agency ,Rejected
C4849,R1027,2024-05-15,Referral,Hired
C4850,R1043,2024-04-04,Job Board,Rejected
C4851,R1032,2024-03-27,Reeferral,Hired
C4852,R1133,2024-05-19,Referraal,Rejected
C4853,R1015,2024-08-08,Reeferral,Rejected
C4854,R1135,2024-05-29,LINKEDIN,Rejected
C4855,R1105,2024-10-23, LinkedIn,Rejected
C4856,R1031,2024-12-27, Agency,Rejected
C4857,R1127,2024-01-01,Job Board,Rejected
C4858,R1064,2024-12-19,REFERRAL,Rejected
C4859,R1148,2024-03-02,REFERRAL,Rejected
C4860,R1059,2024-05-07,job board,Rejected
C4861,R1034,2024-04-21,linkedin,Rejected
C4862,R1053,2024-02-26,Job Board,Hired
C4863,R1052,2024-08-16,REFERRAL,Rejected
C4864,R1031,2024-07-07,LinkeedIn,Rejected
C4865,R1132,2024-12-14,LinkedIn,Rejected
C4866,R1037,2024-04-15,Agency ,Rejected
C4867,R1062,2024-09-07, Agency,Rejected
C4868,R1064,2024-01-02,Agency,Rejected
C4869,R1015,2024-08-22,Linkedin,Rejected
C4870,R1073,2024-03-13, LinkedIn,Rejected
C4871,R1003,2024-08-30,Job Boaard,Rejected
C4872,R1057,2024-08-18, Referral,Rejected
C4873,R1099,2024-05-18,Referraal,Rejected
C4874,R1034,2024-01-09,Referraal,Rejected
C4875,R1141,2024-09-17,referral,Rejected
C4876,R1094,2024-09-24,linkedin,Rejected
C4877,R1132,2024-06-07,Agency,Hired
C4878,R1027,2024-05-03, LinkedIn,Rejected
C4879,R1142,2024-11-10,Referraal,Withdrawn
C4880,R1000,2024-03-17,Job Board ,Rejected
C4881,R1141,2024-08-02,LinkedIn,Rejected
C4882,R1047,2024-02-25,LinkeedIn,Rejected
C4883,R1069,2024-10-27,Reeferral,Rejected
C4884,R1144,2024-10-15,linkedin,Rejected
C4885,R1050,2024-05-05,LinkedIn,Rejected
C4886,R1091,2024-08-29,Referral ,Rejected
C4887,R1110,2024-10-14,job board,Hired
C4888,R1035,2024-04-28,Agency,Rejected
C4889,R1105,2024-09-30,job board,Rejected
C4890,R1140,2024-08-13,Referral,Rejected
C4891,R1055,2024-07-08,Job Board,Rejected
C4892,R1104,2024-03-02,LinkedIn,Rejected
C4893,R1023,2024-06-23,referral,Hired
C4894,R1064,2024-11-02,Referral,Rejected
C4895,R1070,2024-10-04,Referral,Withdrawn
C4896,R1125,2024-04-20,Agency ,Hired
C4897,R1128,2024-10-25, Referral,Hired
C4898,R1089,2024-07-01,AGENCY,Hired
C4899,R1024,2024-11-17, Job Board,Rejected
C4900,R1040,2024-04-29,JOB BOARD,Rejected
C4901,R1053,2024-04-11, Referral,Rejected
C4902,R1115,2024-04-25,Referral,Hired
C4903,R1052,2024-07-06,LinkeedIn,Rejected
C4904,R1016,2024-03-22,Ageency,Hired
C4905,R1095,2024-01-18,Reeferral,Hired
C4906,R1040,2024-04-18,JOB BOARD,Rejected
C4907,R1111,2024-04-27, Referral,Rejected
C4908,R1142,2024-12-12,LinkedIn,Rejected
C4909,R1136,2024-12-04,Referraal,Rejected
C4910,R1113,2024-05-22, LinkedIn,Rejected
C4911,R1005,2024-04-10, Agency,Rejected
C4912,R1137,2024-08-26,job board,Rejected
C4913,R1032,2024-01-28,referral,Rejected
C4914,R1101,2024-11-28,Referral,Rejected
C4915,R1137,2024-04-28,Referral,Withdrawn
C4916,R1130,2024-11-06,Job board,Rejected
C4917,R1021,2024-06-22, Job Board,Rejected
C4918,R1140,2024-03-10,Referral,Rejected
C4919,R1052,2024-03-12,referral,Rejected
C4920,R1113,2024-02-06,agency,Rejected
C4921,R1082,2024-08-23, Referral,Withdrawn
C4922,R1086,2024-01-16,Job Board,Rejected
C4923,R1006,2024-01-16,Job Board ,Rejected
C4924,R1149,2024-02-11,Job board,Rejected
C4925,R1025,2024-08-12,LinkedIn,Rejected
C4926,R1006,2024-03-17,LinkedIn ,Rejected
C4927,R1029,2024-09-15, LinkedIn,Rejected
C4928,R1021,2024-10-06,Referraal,Rejected
C4929,R1133,2024-02-09,REFERRAL,Rejected
C4930,R1073,2024-09-13,Job Board ,Rejected
C4931,R1010,2024-09-16,Agency,Hired
C4932,R1012,2024-01-02,Linkedin,Rejected
C4933,R1087,2024-02-15, LinkedIn,Rejected
C4934,R1103,2024-07-12,Job board,Rejected
C4935,R1068,2024-09-18,Referral ,Rejected
C4936,R1012,2024-07-06,LINKEDIN,Rejected
C4937,R1096,2024-01-22,Job Boaard,Hired
C4938,R1053,2024-05-03,Agency,Rejected
C4939,R1004,2024-11-15,REFERRAL,Hired
C4940,R1068,2024-01-25,Job Board,Rejected
C4941,R1135,2024-03-04, Job Board,Rejected
C4942,R1066,2024-11-25,Referraal,Rejected
C4943,R1063,2024-09-21,Reeferral,Rejected
C4944,R1048,2024-09-27,Job Board,Rejected
C4945,R1039,2024-12-10,JOB BOARD,Rejected
C4946,R1075,2024-03-28,LinkeedIn,Rejected
C4947,R1005,2024-05-04,AGENCY,Rejected
C4948,R1135,2024-08-08,referral,Rejected
C4949,R1064,2024-02-12,Agency,Rejected
C4950,R1074,2024-11-19,AGENCY,Rejected
C4951,R1095,2024-05-28,JOB BOARD,Rejected
C4952,R1058,2024-12-11,LinkedIn ,Rejected
C4953,R1047,2024-05-30,Referral,Rejected
C4954,R1120,2024-07-12,LinkeedIn,Rejected
C4955,R1074,2024-09-19,Job board,Rejected
C4956,R1094,2024-05-03, Referral,Rejected
C4957,R1034,2024-08-26,Job Board ,Hired
C4958,R1014,2024-05-29,Referral,Withdrawn
C4959,R1053,2024-06-30, Referral,Rejected
C4960,R1031,2024-07-21,REFERRAL,Rejected
C4961,R1023,2024-02-18,Agency,Rejected
C4962,R1031,2024-10-05,Job board,Rejected
C4963,R1023,2024-11-19,Referraal,Rejected
C4964,R1103,2024-11-25,Linkedin,Hired
C4965,R1104,2024-01-18,job board,Withdrawn
C4966,R1129,2024-09-11,LinkeedIn,Hired
C4967,R1128,2024-07-27,Job Board,Withdrawn
C4968,R1053,2024-01-14,job board,Rejected
C4969,R1106,2024-02-27,Referral,Rejected
C4970,R1096,2024-06-19,Agency,Rejected
C4971,R1072,2024-11-01,Job Board,Withdrawn
C4972,R1054,2024-07-19,LinkedIn ,Hired
C4973,R1014,2024-02-09,linkedin,Rejected
C4974,R1134,2024-11-23,linkedin,Rejected
C4975,R1057,2024-04-28,Agency,Rejected
C4976,R1006,2024-10-27,Reeferral,Rejected
C4977,R1040,2024-04-20,referral,Rejected
C4978,R1070,2024-06-20,LinkeedIn,Hired
C4979,R1065,2024-01-19,LINKEDIN,Rejected
C4980,R1104,2024-01-22,LinkedIn,Rejected
C4981,R1086,2024-05-01,Ageency,Rejected
C4982,R1011,2024-09-22,job board,Rejected
C4983,R1109,2024-01-10,Job board,Rejected
C4984,R1014,2024-09-23,Referral ,Rejected
C4985,R1022,2024-01-14,AGENCY,Rejected
C4986,R1018,2024-06-13,referral,Withdrawn
C4987,R1055,2024-05-10,LinkedIn ,Hired
C4988,R1110,2024-09-17,Reeferral,Rejected
C4989,R1124,2024-11-16,Ageency,Rejected
C4990,R1036,2024-11-14, Referral,Rejected
C4991,R1010,2024-02-29, Referral,Rejected
C4992,R1001,2024-09-27,Agency,Rejected
C4993,R1060,2024-09-01,Reeferral,Hired
C4994,R1059,2024-11-26,linkedin,Hired
C4995,R1094,2024-08-19,Job Board,Rejected
C4996,R1144,2024-10-24, Job Board,Rejected
C4997,R1046,2024-01-09, Agency,Rejected
C4998,R1042,2024-07-25,Ageency,Rejected
C4999,R1075,2024-10-09,agency,Rejected
